信号级别,AUTOSENTCOUNT,发布内容,入库时间,自动检测消息发布状态,信号编号,同步编号,信号发布签发人,记录编号,发布时间,"发布状态(发布/取消)",AUTOSENTFLAG,信号影响区域,信号类型,记录序号,自动检测循环次数
黄色,0,"【深圳市分区暴雨黄色预警信号升级为橙色、扩展分区暴雨黄色预警信号】过去3小时，盐田区和龙岗区（园山街道）累计雨量已达暴雨，预计未来2小时还将出现20-40毫米降水，深圳市气象台2025年07月29日12时40分在上述区域发布暴雨橙色预警信号。预计罗湖区、龙华区和龙岗区（横岗、布吉、龙城、坂田、南湾、平湖、吉华街道）2-3小时内将出现20-40毫米降水，同时将分区暴雨黄色预警信号扩展至上述区域。全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-29 12:41:11",0,133,AAA30mAAcAACpFaAAQ,-,104835,"	2025-07-29 12:40:00",发布,0,"罗湖区、龙华区、横岗、布吉、龙城、坂田、南湾、平湖、吉华",暴雨,109304,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色、扩展分区暴雨黄色预警信号】过去3小时，盐田区和龙岗区（园山街道）累计雨量已达暴雨，预计未来2小时还将出现20-40毫米降水，深圳市气象台2025年07月29日12时40分在上述区域发布暴雨橙色预警信号。预计罗湖区、龙华区和龙岗区（横岗、布吉、龙城、坂田、南湾、平湖、吉华街道）2-3小时内将出现20-40毫米降水，同时将分区暴雨黄色预警信号扩展至上述区域。全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-29 12:41:11",0,134,AAA30mAAcAACpFaAAP,-,104834,"	2025-07-29 12:40:00",发布,0,盐田区、园山,暴雨,109303,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷雨大风,黄色,2025-07-29 11:50:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-29 07:23:00;盐田区、园山,暴雨,橙色,2025-07-29 12:40:00;罗湖区、龙华区、横岗、布吉、龙城、坂田、南湾、平湖、吉华、马峦、碧岭、大鹏新区、珠江口、大鹏湾、大亚湾,暴雨,黄色,2025-07-29 12:40:00;.【深圳市分区暴雨黄色预警信号升级为橙色、扩展分区暴雨黄色预警信号】过去3小时，盐田区和龙岗区（园山街道）累计雨量已达暴雨，预计未来2小时还将出现20-40毫米降水，深圳市气象台2025年07月29日12时40分在上述区域发布暴雨橙色预警信号。预计罗湖区、龙华区和龙岗区（横岗、布吉、龙城、坂田、南湾、平湖、吉华街道）2-3小时内将出现20-40毫米降水，同时将分区暴雨黄色预警信号扩展至上述区域。全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-29 12:41:11",0,133,AAA30mAAcAACpFaAAR,-,104836,"	2025-07-29 12:40:00",取消,0,盐田区、园山,暴雨,109305,0
黄色,0,"【深圳市雷雨大风黄色预警信号】深圳市气象台2025年07月29日11时50分发布全市雷雨大风黄色预警信号，预计我市未来2-3小时有雷雨，并伴有8级左右阵风。请落实各项防风防雷电措施。","	2025-07-29 11:50:27",0,134,AAA30mAAcAACpFtAAU,-,104833,"	2025-07-29 11:50:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷雨大风,109302,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计盐田区、大鹏新区、龙岗区（园山街道）和坪山区（马峦、碧岭街道）、珠江口、大鹏湾、大亚湾已出现短时强降水，预计未来2小时内还将出现20-40毫米降水，深圳市气象台2025年07月29日11时10分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-29 11:11:28",0,133,AAA30mAAcAACpFtAAT,-,104832,"	2025-07-29 11:10:00",发布,0,"盐田区、园山、马峦、碧岭、大鹏新区、珠江口、大鹏湾、大亚湾",暴雨,109301,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月29日07时23分发布全市雷电预警信号，预计3小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-29 07:22:46",0,132,AAA30mABCAACLd2AAM,-,104831,"	2025-07-29 07:23:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109300,0
-,0,"【深圳市解除雷电预警信号】雷暴云团已减弱，深圳市气象台2025年07月28日23时38分解除全市雷电预警信号。","	2025-07-28 23:38:33",0,106,AAA30mABCAACLd2AAL,-,104830,"	2025-07-28 23:38:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109299,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-28 14:23:00;.【深圳市解除所有雷雨大风黄色预警信号和暴雨预警信号】雷暴云团已减弱移出，风雨明显减弱，深圳市气象台2025年07月28日21时32分解除所有雷雨大风黄色预警信号和暴雨预警信号。市民仍需注意远离河道和危险边坡等。","	2025-07-28 21:32:39",0,108,AAA30mABCAACLd2AAJ,-,104828,"	2025-07-28 21:32:00",取消,0,"罗湖区、南山区、福田区、盐田区、松岗、福永、西乡、沙井、新安、航城、福海、新桥、燕罗、公明、光明、马田、新湖、凤凰、龙华区、龙岗区、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾",暴雨,109297,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-28 14:23:00;.【深圳市解除所有雷雨大风黄色预警信号和暴雨预警信号】雷暴云团已减弱移出，风雨明显减弱，深圳市气象台2025年07月28日21时32分解除所有雷雨大风黄色预警信号和暴雨预警信号。市民仍需注意远离河道和危险边坡等。","	2025-07-28 21:32:39",0,107,AAA30mABCAACLd2AAI,-,104827,"	2025-07-28 21:32:00",取消,0,"罗湖区、南山区、福田区、盐田区、宝安区、光明区、龙华区、横岗、布吉、坂田、南湾、平湖、吉华、园山、马峦、碧岭、石井、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾",雷雨大风,109296,0
橙色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-28 14:23:00;.【深圳市解除所有雷雨大风黄色预警信号和暴雨预警信号】雷暴云团已减弱移出，风雨明显减弱，深圳市气象台2025年07月28日21时32分解除所有雷雨大风黄色预警信号和暴雨预警信号。市民仍需注意远离河道和危险边坡等。","	2025-07-28 21:32:39",0,109,AAA30mABCAACLd2AAK,-,104829,"	2025-07-28 21:32:00",取消,0,石岩、玉塘,暴雨,109298,0
黄色,0,"【深圳市扩展分区雷雨大风黄色预警信号】深圳市气象台2025年07月28日20时36分将分区雷雨大风黄色预警信号扩展至盐田区、大鹏新区、大鹏湾、大亚湾、龙岗区（横岗、园山街道）和坪山区（马峦、碧岭、石井街道），预计1小时内阵风8级左右，并伴有强雷电。请落实各项防风防雷电措施。","	2025-07-28 20:37:02",0,107,AAA30mABCAACLdzAAL,-,104826,"	2025-07-28 20:36:00",发布,0,"盐田区、横岗、园山、马峦、碧岭、石井、大鹏新区、大鹏湾、大亚湾",雷雨大风,109295,0
黄色,0,"【深圳市扩展分区暴雨黄色预警信号】预计盐田区、坪山区、大鹏新区、大鹏湾、大亚湾和龙岗区（横岗、龙岗、坪地、龙城、园山、宝龙街道）1小时内将出现30-50毫米降水，深圳市气象台2025年07月28日20时28分将分区暴雨黄色预警信号扩展至上述区域，全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-28 20:28:39",0,108,AAA30mABCAACLdzAAK,-,104825,"	2025-07-28 20:28:00",发布,0,"盐田区、横岗、龙岗、坪地、龙城、园山、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾",暴雨,109294,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色，扩展分区雷雨大风黄色、分区暴雨黄色预警信号】深圳市气象台2025年07月28日19时52分将分区雷雨大风黄色预警信号扩展至罗湖区、福田区、龙华区和龙岗区（布吉、坂田、南湾、平湖、吉华街道），预计1小时内出现30-50毫米降水和8级左右短时大风，并伴有强雷电。过去3小时，宝安区（石岩街道）和光明区（玉塘街道）累计雨量已达暴雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年07月28日19时52分在上述区域发布暴雨橙色预警信号，请落实各项防风防雷电措施。全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-28 19:52:25",0,109,AAA30mABCAACLdzAAG,-,104821,"	2025-07-28 19:52:00",发布,0,石岩、玉塘,暴雨,109290,0
黄色,0,"罗湖区、南山区、福田区、松岗、福永、西乡、沙井、新安、航城、福海、新桥、燕罗、公明、光明、马田、新湖、凤凰、龙华区、布吉、坂田、南湾、平湖、吉华、珠江口、深圳湾,暴雨,黄色,2025-07-28 19:52:00;罗湖区、南山区、福田区、宝安区、光明区、龙华区、布吉、坂田、南湾、平湖、吉华、珠江口、深圳湾,雷雨大风,黄色,2025-07-28 19:52:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-28 14:23:00;石岩、玉塘,暴雨,橙色,2025-07-28 19:52:00;.【深圳市分区暴雨黄色预警信号升级为橙色，扩展分区雷雨大风黄色、分区暴雨黄色预警信号】深圳市气象台2025年07月28日19时52分将分区雷雨大风黄色预警信号扩展至罗湖区、福田区、龙华区和龙岗区（布吉、坂田、南湾、平湖、吉华街道），预计1小时内出现30-50毫米降水和8级左右短时大风，并伴有强雷电。过去3小时，宝安区（石岩街道）和光明区（玉塘街道）累计雨量已达暴雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年07月28日19时52分在上述区域发布暴雨橙色预警信号，请落实各项防风防雷电措施。全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-28 19:52:25",0,108,AAA30mABCAACLdzAAJ,-,104824,"	2025-07-28 19:52:00",取消,0,石岩、玉塘,暴雨,109293,0
黄色,0,"【深圳市分区暴雨黄色预警信号升级为橙色，扩展分区雷雨大风黄色、分区暴雨黄色预警信号】深圳市气象台2025年07月28日19时52分将分区雷雨大风黄色预警信号扩展至罗湖区、福田区、龙华区和龙岗区（布吉、坂田、南湾、平湖、吉华街道），预计1小时内出现30-50毫米降水和8级左右短时大风，并伴有强雷电。过去3小时，宝安区（石岩街道）和光明区（玉塘街道）累计雨量已达暴雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年07月28日19时52分在上述区域发布暴雨橙色预警信号，请落实各项防风防雷电措施。全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-28 19:52:25",0,107,AAA30mABCAACLdzAAI,-,104823,"	2025-07-28 19:52:00",发布,0,"罗湖区、福田区、龙华区、布吉、坂田、南湾、平湖、吉华",雷雨大风,109292,0
黄色,0,"【深圳市分区暴雨黄色预警信号升级为橙色，扩展分区雷雨大风黄色、分区暴雨黄色预警信号】深圳市气象台2025年07月28日19时52分将分区雷雨大风黄色预警信号扩展至罗湖区、福田区、龙华区和龙岗区（布吉、坂田、南湾、平湖、吉华街道），预计1小时内出现30-50毫米降水和8级左右短时大风，并伴有强雷电。过去3小时，宝安区（石岩街道）和光明区（玉塘街道）累计雨量已达暴雨，预计未来1小时还将出现20-30毫米降水，深圳市气象台2025年07月28日19时52分在上述区域发布暴雨橙色预警信号，请落实各项防风防雷电措施。全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-28 19:52:25",0,108,AAA30mABCAACLdzAAH,-,104822,"	2025-07-28 19:52:00",发布,0,"罗湖区、南山区、福田区、龙华区、布吉、坂田、南湾、平湖、吉华、深圳湾",暴雨,109291,0
黄色,0,"【深圳市扩展分区雷雨大风黄色预警信号、发布分区暴雨黄色预警信号】深圳市气象台2025年07月28日19时33分将分区雷雨大风黄色预警信号扩展至光明区，预计1小时内阵风8级左右，并伴有强雷电。预计宝安区、光明区和珠江口2小时内将出现30-50毫米降水，在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。请落实各项防风防雷电措施。","	2025-07-28 19:33:12",0,107,AAA30mABCAACLdzAAE,-,104819,"	2025-07-28 19:33:00",发布,0,光明区,雷雨大风,109288,0
黄色,0,"【深圳市扩展分区雷雨大风黄色预警信号、发布分区暴雨黄色预警信号】深圳市气象台2025年07月28日19时33分将分区雷雨大风黄色预警信号扩展至光明区，预计1小时内阵风8级左右，并伴有强雷电。预计宝安区、光明区和珠江口2小时内将出现30-50毫米降水，在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。请落实各项防风防雷电措施。","	2025-07-28 19:33:12",0,108,AAA30mABCAACLdzAAF,-,104820,"	2025-07-28 19:33:00",发布,0,宝安区、光明区、珠江口,暴雨,109289,0
黄色,0,"【深圳市分区雷雨大风黄色预警信号】深圳市气象台2025年07月28日18时38分发布南山区、宝安区、珠江口和深圳湾雷雨大风黄色预警信号，受珠江口附近强雷雨云团南下影响，预计2小时内有20毫米以上的短时强降水和8级左右的短时大风，并伴有强雷电。请落实各项防风防雷电措施。","	2025-07-28 18:38:57",0,107,AAA30mABCAACLdzAAD,-,104818,"	2025-07-28 18:38:00",发布,0,南山区、宝安区、珠江口、深圳湾,雷雨大风,109287,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-28 14:23:00;.【深圳市解除分区暴雨黄色、雷雨大风黄色和全市高温黄色预警信号】雷暴云团减弱移出，深圳市气象台2025年07月28日16时28分解除罗湖区、南山区、福田区、宝安区、光明区、龙华区、珠江口、深圳湾和龙岗区（平湖、南湾、坂田、布吉、横岗、吉华街道）暴雨黄色和雷雨大风黄色预警信号。高温天气缓解，同时解除全市陆地高温黄色预警信号。","	2025-07-28 16:31:40",0,103,AAA30mABCAACLdzAAC,-,104817,"	2025-07-28 16:28:00",取消,0,全市陆地,高温,109286,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-28 14:23:00;.【深圳市解除分区暴雨黄色、雷雨大风黄色和全市高温黄色预警信号】雷暴云团减弱移出，深圳市气象台2025年07月28日16时28分解除罗湖区、南山区、福田区、宝安区、光明区、龙华区、珠江口、深圳湾和龙岗区（平湖、南湾、坂田、布吉、横岗、吉华街道）暴雨黄色和雷雨大风黄色预警信号。高温天气缓解，同时解除全市陆地高温黄色预警信号。","	2025-07-28 16:31:40",0,105,AAA30mABCAACLdzAAB,-,104816,"	2025-07-28 16:28:00",取消,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、横岗、布吉、坂田、南湾、平湖、吉华、珠江口、深圳湾",雷雨大风,109285,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-28 14:23:00;.【深圳市解除分区暴雨黄色、雷雨大风黄色和全市高温黄色预警信号】雷暴云团减弱移出，深圳市气象台2025年07月28日16时28分解除罗湖区、南山区、福田区、宝安区、光明区、龙华区、珠江口、深圳湾和龙岗区（平湖、南湾、坂田、布吉、横岗、吉华街道）暴雨黄色和雷雨大风黄色预警信号。高温天气缓解，同时解除全市陆地高温黄色预警信号。","	2025-07-28 16:31:40",0,104,AAA30mABCAACLdzAAA,-,104815,"	2025-07-28 16:28:00",取消,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、横岗、布吉、坂田、南湾、平湖、吉华、珠江口、深圳湾",暴雨,109284,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月28日14时23分发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-28 14:25:24",0,106,AAA30mABCAACLdwAAR,-,104814,"	2025-07-28 14:23:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109283,0
黄色,0,"【深圳市分区暴雨黄色和雷雨大风黄色预警信号】深圳市气象台2025年07月28日14时00分发布罗湖区、南山区、福田区、宝安区、光明区、龙华区、珠江口、深圳湾和龙岗区（横岗、布吉、坂田、南湾、平湖、吉华街道）暴雨黄色和雷雨大风黄色预警信号，预计2小时内上述区域将出现30-50毫米降水，并伴有强雷电和8级左右短时大风。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。请落实各项防风防雷电措施。","	2025-07-28 14:01:44",0,105,AAA30mABCAACLdwAAP,-,104812,"	2025-07-28 14:00:00",发布,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、横岗、布吉、坂田、南湾、平湖、吉华、珠江口、深圳湾",雷雨大风,109281,0
黄色,0,"【深圳市分区暴雨黄色和雷雨大风黄色预警信号】深圳市气象台2025年07月28日14时00分发布罗湖区、南山区、福田区、宝安区、光明区、龙华区、珠江口、深圳湾和龙岗区（横岗、布吉、坂田、南湾、平湖、吉华街道）暴雨黄色和雷雨大风黄色预警信号，预计2小时内上述区域将出现30-50毫米降水，并伴有强雷电和8级左右短时大风。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。请落实各项防风防雷电措施。","	2025-07-28 14:01:44",0,104,AAA30mABCAACLdwAAQ,-,104813,"	2025-07-28 14:00:00",发布,0,"罗湖区、南山区、福田区、宝安区、光明区、龙华区、横岗、布吉、坂田、南湾、平湖、吉华、珠江口、深圳湾",暴雨,109282,0
黄色,0,"全市陆地,高温,黄色,2025-07-24 10:00:00;.【深圳市解除分区雷雨大风黄色预警信号、解除全市雷电预警信号】雷暴云团移出，风力逐渐减弱，深圳市气象台2025年07月25日21时15分解除珠江口和深圳湾雷雨大风黄色预警信号和全市雷电预警信号。","	2025-07-25 21:15:50",0,106,AAA30mAAcAACpFvAAG,-,104811,"	2025-07-25 21:15:00",取消,0,珠江口、深圳湾,雷雨大风,109261,0
-,0,"全市陆地,高温,黄色,2025-07-24 10:00:00;.【深圳市解除分区雷雨大风黄色预警信号、解除全市雷电预警信号】雷暴云团移出，风力逐渐减弱，深圳市气象台2025年07月25日21时15分解除珠江口和深圳湾雷雨大风黄色预警信号和全市雷电预警信号。","	2025-07-25 21:15:50",0,104,AAA30mAAcAACpFvAAF,-,104810,"	2025-07-25 21:15:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109260,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-25 14:53:00;全市陆地,高温,黄色,2025-07-24 10:00:00;珠江口、深圳湾,雷雨大风,黄色,2025-07-25 20:15:00;.【深圳市解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号、发布西部海区雷雨大风黄色预警信号】影响中东部和光明区的雷雨云团已减弱，深圳市气象台2025年07月25日20时15分解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号，西部海区未来1-2小时有雷雨云团影响，阵风达8级以上，发布珠江口和深圳湾雷雨大风黄色预警信号，市民仍需注意远离河道和危险边坡等。请落实各项防风防雷电措施。","	2025-07-25 20:15:39",0,106,AAA30mAAcAACpFvAAD,-,104808,"	2025-07-25 20:15:00",取消,0,"横岗、龙岗、坪地、龙城、坑梓、石井、龙田、大鹏新区、大鹏湾、大亚湾",暴雨,109258,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-25 14:53:00;全市陆地,高温,黄色,2025-07-24 10:00:00;珠江口、深圳湾,雷雨大风,黄色,2025-07-25 20:15:00;.【深圳市解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号、发布西部海区雷雨大风黄色预警信号】影响中东部和光明区的雷雨云团已减弱，深圳市气象台2025年07月25日20时15分解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号，西部海区未来1-2小时有雷雨云团影响，阵风达8级以上，发布珠江口和深圳湾雷雨大风黄色预警信号，市民仍需注意远离河道和危险边坡等。请落实各项防风防雷电措施。","	2025-07-25 20:15:39",0,105,AAA30mAAcAACpFvAAC,-,104807,"	2025-07-25 20:15:00",取消,0,"罗湖区、盐田区、光明区、龙岗区、坪山区、大鹏新区、大鹏湾、大亚湾",雷雨大风,109257,0
黄色,0,"【深圳市解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号、发布西部海区雷雨大风黄色预警信号】影响中东部和光明区的雷雨云团已减弱，深圳市气象台2025年07月25日20时15分解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号，西部海区未来1-2小时有雷雨云团影响，阵风达8级以上，发布珠江口和深圳湾雷雨大风黄色预警信号，市民仍需注意远离河道和危险边坡等。请落实各项防风防雷电措施。","	2025-07-25 20:15:39",0,106,AAA30mAAcAACpFrAAM,-,104806,"	2025-07-25 20:15:00",发布,0,珠江口、深圳湾,雷雨大风,109256,0
橙色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-25 14:53:00;全市陆地,高温,黄色,2025-07-24 10:00:00;珠江口、深圳湾,雷雨大风,黄色,2025-07-25 20:15:00;.【深圳市解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号、发布西部海区雷雨大风黄色预警信号】影响中东部和光明区的雷雨云团已减弱，深圳市气象台2025年07月25日20时15分解除所有暴雨预警信号，解除中东部地区和光明区雷雨大风黄色预警信号，西部海区未来1-2小时有雷雨云团影响，阵风达8级以上，发布珠江口和深圳湾雷雨大风黄色预警信号，市民仍需注意远离河道和危险边坡等。请落实各项防风防雷电措施。","	2025-07-25 20:15:39",0,107,AAA30mAAcAACpFvAAE,-,104809,"	2025-07-25 20:15:00",取消,0,盐田区、园山、宝龙、坪山、马峦、碧岭,暴雨,109259,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色】过去2小时，盐田区、龙岗区（园山、宝龙街道）和坪山区（坪山、马峦、碧岭街道）已出现强降水，预计未来1-2小时还将出现30-40毫米降水，深圳市气象台2025年07月25日19时00分在上述区域发布暴雨橙色预警信号，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-25 19:02:10",0,107,AAA30mAAcAACpFrAAK,-,104804,"	2025-07-25 19:00:00",发布,0,盐田区、园山、宝龙、坪山、马峦、碧岭,暴雨,109254,0
黄色,0,"横岗、龙岗、坪地、龙城、坑梓、石井、龙田、大鹏新区、大鹏湾、大亚湾,暴雨,黄色,2025-07-25 18:32:00;罗湖区、盐田区、光明区、龙岗区、坪山区、大鹏新区、大鹏湾、大亚湾,雷雨大风,黄色,2025-07-25 17:50:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-07-25 14:53:00;全市陆地,高温,黄色,2025-07-24 10:00:00;盐田区、园山、宝龙、坪山、马峦、碧岭,暴雨,橙色,2025-07-25 19:00:00;.【深圳市分区暴雨黄色预警信号升级为橙色】过去2小时，盐田区、龙岗区（园山、宝龙街道）和坪山区（坪山、马峦、碧岭街道）已出现强降水，预计未来1-2小时还将出现30-40毫米降水，深圳市气象台2025年07月25日19时00分在上述区域发布暴雨橙色预警信号，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-07-25 19:02:10",0,106,AAA30mAAcAACpFrAAL,-,104805,"	2025-07-25 19:00:00",取消,0,盐田区、园山、宝龙、坪山、马峦、碧岭,暴雨,109255,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计盐田区、坪山区、大鹏新区、大鹏湾、大亚湾和龙岗区（横岗、龙岗、坪地、龙城、园山、宝龙街道）2小时内将出现30-50毫米降水，深圳市气象台2025年07月25日18时32分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-07-25 18:33:43",0,106,AAA30mAAcAACpFrAAJ,-,104803,"	2025-07-25 18:32:00",发布,0,"盐田区、横岗、龙岗、坪地、龙城、园山、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾",暴雨,109253,0
黄色,0,"【深圳市扩展分区雷雨大风黄色预警信号】深圳市气象台2025年07月25日17时50分将分区雷雨大风黄色预警信号扩展至罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾和大亚湾，预计1-2小时内阵风8级以上，并伴有强雷电和短时强降水。请落实各项防风防雷电措施。","	2025-07-25 17:51:46",0,105,AAA30mAAcAACpFnAAQ,-,104802,"	2025-07-25 17:50:00",发布,0,"罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾、大亚湾",雷雨大风,109252,0
黄色,0,"【深圳市分区雷雨大风黄色预警信号】深圳市气象台2025年07月25日17时26分发布光明区雷雨大风黄色预警信号，预计1-2小时内阵风8级以上，并伴有强雷电。请落实各项防风防雷电措施。","	2025-07-25 17:27:20",0,105,AAA30mAAcAACpESAAA,-,104801,"	2025-07-25 17:26:00",发布,0,光明区,雷雨大风,109251,0
-,0,"【深圳市雷电预警信号】深圳市气象台于2025年07月25日14时53分发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。","	2025-07-25 14:54:03",0,104,"AAA30mABCAACLd+AAO",-,104800,"	2025-07-25 14:53:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109250,0
-,0,"全市陆地,高温,黄色,2025-07-24 10:00:00;.【深圳市解除分区雷电预警信号】雷暴云团已减弱，深圳市气象台2025年07月24日18时40分解除罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾和大亚湾海域的雷电预警信号。","	2025-07-24 18:40:31",0,104,"AAA30mABCAACLd+AAN",-,104799,"	2025-07-24 18:40:00",取消,0,"罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾、大亚湾",雷电,109249,0
-,0,"【深圳市分区雷电预警信号】深圳市气象台于2025年07月24日17时00分在罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾和大亚湾海域发布雷电预警信号，预计未来1-2小时上述区域将受雷电影响，局地雨势较大。市民停留在安全地方。","	2025-07-24 17:00:43",0,104,"AAA30mABCAACLd+AAM",-,104798,"	2025-07-24 17:00:00",发布,0,"罗湖区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾、大亚湾",雷电,109248,0
黄色,0,"全市陆地,高温,黄色,2025-07-24 10:00:00;.【深圳市解除所有暴雨黄色预警信号和雷电预警信号】强降雨趋于减弱，深圳市气象台2025年07月24日14时51分解除南山区、珠江口、深圳湾和宝安区（新安、西乡、航城街道）暴雨黄色预警信号，同时解除南山区、福田区、珠江口、深圳湾、罗湖区（东晓、清水河、南湖、桂园、东门、笋岗街道）、宝安区（新安、西乡、福永、石岩、航城、福海街道）、龙岗区（坂田、布吉、吉华街道）和龙华区（民治、龙华、大浪街道）雷电预警信号，今天下午我市天气仍不稳定，市民仍需注意远离河道和危险边坡等。","	2025-07-24 14:54:18",0,105,"AAA30mABCAACLd+AAL",-,104797,"	2025-07-24 14:51:00",取消,0,南山区、西乡、新安、航城、珠江口、深圳湾,暴雨,109247,0
